sci_name,body mass
Laephotis botswanae,
Laephotis angolensis,
Kunsia tomentosus,
Komodomys rintjanus,
Kobus megaceros,
Kobus leche,
Kobus kob,
Kobus ellipsiprymnus,
Kerodon acrobata,
Kerivoula whiteheadi,
Kerivoula titania,
Kerivoula smithii,
Kerivoula picta,
Kerivoula phalaena,
Kerivoula pellucida,
Kerivoula papillosa,
Kerivoula myrella,
Kerivoula muscina,
Kerivoula minuta,
Kerivoula lenis,
Kerivoula lanosa,
Kerivoula krauensis,
Kerivoula kachinensis,
Kerivoula intermedia,
Kerivoula hardwickii,
Kerivoula furva,
Kerivoula flora,
Kerivoula eriophora,
Kerivoula dongduongana,
Kerivoula depressa,
Kerivoula cuprosa,
Kerivoula crypta,
Kerivoula argentata,
Kerivoula agnella,
Kerivoula africana,
Kannabateomys amblyonyx,
Kadarsanomys sodyi,
Juscelinomys huanchacae,
Juscelinomys candango,
Juliomys rimofrons,
Juliomys pictipes,
Jaculus thaleri,
Jaculus jaculus,
Jaculus blanfordi,
Isthmomys pirrensis,
Isthmomys flavidus,
Isothrix sinnamariensis,
Isothrix pagurus,
Isothrix orinoci,
Isothrix negrensis,
Isothrix bistriata,
Isothrix barbarabrownae,
Isoodon auratus,
Irenomys tarsalis,
Iomys sipora,
Iomys horsfieldii,
Idiurus zenkeri,
Idiurus macrotis,
Idionycteris phyllotis,
Ictonyx libycus,
Ictidomys mexicanus,
Ia io,
Hystrix pumila,
Hystrix javanica,
Hystrix crassispinis,
Hypsugo vordermanni,
Hypsugo savii,
Hypsugo pulveratus,
Hypsugo musciculus,
Hypsugo macrotis,
Hypsugo lophurus,
Hypsugo lanzai,
Hypsugo kitcheneri,
Hypsugo joffrei,
Hypsugo eisentrauti,
Hypsugo dolichodon,
Hypsugo cadornae,
Hypsugo bemainty,
Hypsugo ariel,
Hypsugo arabicus,
Hypsugo anthonyi,
Hypsugo alaschanicus,
Hypsugo affinis,
Hypsiprymnodon moschatus,
Hypogeomys antimena,
Hyperacrius wynnei,
Hyperacrius fertilis,
Hyosciurus ileile,
Hyosciurus heinrichi,
Hyorhinomys stuempkei,
Hyomys goliath,
Hyomys dammermani,
Hylopetes winstoni,
Hylopetes spadiceus,
Hylopetes sipora,
Hylopetes sagitta,
Hylopetes platyurus,
Hylopetes phayrei,
Hylopetes nigripes,
Hylopetes bartelsi,
Hylopetes alboniger,
Hylonycteris underwoodi,
Hylomyscus walterverheyeni,
Hylomyscus vulcanorum,
Hylomyscus stella,
Hylomyscus parvus,
Hylomyscus pamfi,
Hylomyscus kerbispeterhansi,
Hylomyscus heinrichorum,
Hylomyscus grandis,
Hylomyscus endorobae,
Hylomyscus denniae,
Hylomyscus carillus,
Hylomyscus baeri,
Hylomyscus arcimontensis,
Hylomyscus anselli,
Hylomyscus alleni,
Hylomyscus aeta,
Hylomys suillus,
Hylomys parvus,
Hylomys megalotis,
Hylochoerus meinertzhageni,210
Hylobates pileatus,
Hylobates moloch,
Hylobates lar,
Hylobates klossii,
Hylobates funereus,
Hylobates albibarbis,
Hylobates agilis,
Hylobates abbotti,
Hylaeamys yunganus,
Hylaeamys tatei,
Hylaeamys perenensis,
Hylaeamys oniscus,
Hylaeamys megacephalus,
Hylaeamys laticeps,
Hylaeamys acritus,
Hyladelphys kalinowskii,
Hyemoschus aquaticus,
Hybomys univittatus,
Hybomys trivirgatus,
Hybomys planifrons,
Hybomys lunaris,
Hybomys eisentrauti,
Hybomys basilii,
Hybomys badius,
Hyaena hyaena,35
Huetia leucorhina,
Hoplomys gymnurus,
Hoolock tianxing,
Hoolock leuconedys,
Hoolock hoolock,
Hodomys alleni,
Histiotus velatus,
Histiotus montanus,
Histiotus magellanicus,
Histiotus macrotus,
Histiotus laephotis,
Histiotus humboldti,
Histiotus alienus,
Hippotragus niger,
Hippotragus equinus,
Hipposideros wollastoni,
Hipposideros turpis,
Hipposideros tephrus,
Hipposideros sumbae,
Hipposideros stenotis,
Hipposideros speoris,
Hipposideros sorenseni,
Hipposideros semoni,
Hipposideros scutinares,
Hipposideros ruber,
Hipposideros rotalis,
Hipposideros ridleyi,
Hipposideros pygmaeus,
Hipposideros pratti,
Hipposideros pomona,
Hipposideros pendleburyi,
Hipposideros pelingensis,
Hipposideros papua,
Hipposideros orbiculus,
Hipposideros obscurus,
Hipposideros nicobarulae,
Hipposideros nequam,
Hipposideros muscinus,
Hipposideros megalotis,
Hipposideros marisae,
Hipposideros maggietaylorae,
Hipposideros madurae,
Hipposideros macrobullatus,
Hipposideros lylei,
Hipposideros lekaguli,
Hipposideros larvatus,
Hipposideros lankadiva,
Hipposideros lamottei,
Hipposideros khasiana,
Hipposideros khaokhouayensis,
Hipposideros jonesi,
Hipposideros inornatus,
Hipposideros inexpectatus,
Hipposideros hypophyllus,
Hipposideros halophyllus,
Hipposideros griffini,
Hipposideros grandis,
Hipposideros gentilis,
Hipposideros galeritus,
Hipposideros fulvus,
Hipposideros fuliginosus,
Hipposideros einnaythu,
Hipposideros edwardshilli,
Hipposideros dyacorum,
Hipposideros durgadasi,
Hipposideros doriae,
Hipposideros dinops,
Hipposideros diadema,
Hipposideros demissus,
Hipposideros curtus,
Hipposideros crumeniferus,
Hipposideros coxi,
Hipposideros corynophyllus,
Hipposideros coronatus,
Hipposideros cineraceus,
Hipposideros cervinus,
Hipposideros calcaratus,
Hipposideros breviceps,
Hipposideros boeadii,
Hipposideros beatus,
Hipposideros atrox,
Hipposideros ater,
Hipposideros armiger,
Hipposideros alongensis,
Hipposideros abae,
Hippocamelus bisulcus,
Hippocamelus antisensis,
Heteromys teleus,
Heteromys spectabilis,
Heteromys salvini,
Heteromys pictus,
Heteromys oresterus,
Heteromys oasicus,
Heteromys nelsoni,
Heteromys irroratus,
Heteromys gaumeri,
Heteromys desmarestianus,
Heteromys catopterius,
Heteromys australis,
Heteromys anomalus,
Heteromys adspersus,
Heterohyrax brucei,
Heterogeomys lanius,
Heterogeomys dariensis,
Heterogeomys cherriei,
Heterocephalus glaber,
Hesperoptenus tomesi,
Hesperoptenus tickelli,
Hesperoptenus gaskelli,
Hesperoptenus doriae,
Hesperoptenus blanfordi,
Herpestes vitticollis,
Herpestes semitorquatus,
Herpestes sanguineus,
Herpestes pulverulentus,
Herpestes ochraceus,
Herpestes naso,
Herpestes javanicus,
Herpestes ichneumon,
Herpestes fuscus,
Herpestes flavescens,
Herpestes edwardsii,
Herpestes brachyurus,
Herpailurus yagouaroundi,
Hemitragus jemlahicus,
Hemigalus derbyanus,
Hemiechinus collaris,
Hemiechinus auritus,
Hemicentetes nigriceps,
Helogale parvula,
Helogale hirtula,
Heliosciurus undulatus,
Heliosciurus ruwenzorii,
Heliosciurus rufobrachium,
Heliosciurus punctatus,
Heliosciurus mutabilis,
Heliosciurus gambianus,
Heliophobius argenteocinereus,
Helarctos malayanus,
Heimyscus fumosus,
Harpyionycteris whiteheadi,
Harpyionycteris celebensis,
Harpiola isodon,
Harpiola grisea,
Harpiocephalus harpia,
Haplonycteris fischeri,
Hapalomys longicaudatus,
Hapalomys delacouri,
Hapalemur occidentalis,
Hapalemur meridionalis,
Hapalemur griseus,
Hapalemur aureus,
Hapalemur alaotrensis,
Handleyomys saturatior,
Handleyomys rostratus,
Handleyomys rhabdops,
Handleyomys melanotis,
Handleyomys intectus,
Handleyomys fuscatus,
Handleyomys chapmani,
Handleyomys alfaroi,
Halmaheramys bokimekot,
Haeromys pusillus,
Haeromys minahassae,
Haeromys margarettae,
Hadromys yunnanensis,
Hadromys humei,
Habromys simulatus,
Habromys schmidlyi,
Habromys lophurus,
Habromys lepturus,
Habromys ixtlani,
Habromys delicatulus,
Habromys chinanteco,
Gymnuromys roberti,
Gyldenstolpia fronto,
Gulo gulo,15
Graphiurus walterverheyeni,
Graphiurus surdus,
Graphiurus rupicola,
Graphiurus platyops,
Graphiurus ocularis,
Graphiurus nagtglasii,
Graphiurus murinus,
Graphiurus monardi,
Graphiurus microtis,
Graphiurus lorraineus,
Graphiurus kelleni,
Graphiurus johnstoni,
Graphiurus crassicaudatus,
Graphiurus christyi,
Graphiurus angolensis,
Graomys griseoflavus,
Graomys edithae,
Graomys domorum,
Graomys chacoensis,
Grammomys selousi,
Grammomys minnae,
Grammomys macmillani,
Grammomys kuru,
Grammomys ibeanus,
Grammomys gigas,
Grammomys dryas,
Grammomys dolichurus,
Grammomys cometes,
Grammomys caniceps,
Grammomys buntingi,
Grammomys brevirostris,
Grammomys aridulus,
Gracilinanus microtarsus,
Gracilinanus marica,
Gracilinanus emiliae,
Gracilinanus dryas,
Gracilinanus agilis,
Gracilinanus aceramarcae,
Gracilimus radix,
Gorilla beringei,
Golunda ellioti,
Glyphotes simus,
Glyphonycteris sylvestris,
Glyphonycteris daviesi,
Glyphonycteris behnii,
Glossophaga morenoi,
Glossophaga longirostris,
Glossophaga leachii,
Glossophaga commissarisi,
Glischropus tylopus,
Glischropus javanus,
Glischropus bucephalus,
Glirulus japonicus,
Glironia venusta,
Glauconycteris variegata,
Glauconycteris superba,
Glauconycteris poensis,
Glauconycteris machadoi,
Glauconycteris kenyacola,
Glauconycteris humeralis,
Glauconycteris gleni,
Glauconycteris egeria,
Glauconycteris curryae,
Glauconycteris beatrix,
Glauconycteris argentata,
Glauconycteris alboguttata,
Glaucomys volans,
Glaucomys sabrinus,
Giraffa camelopardalis,1000
Gerbillus watersi,
Gerbillus tarabuli,
Gerbillus stigmonyx,
Gerbillus somalicus,
Gerbillus simoni,
Gerbillus rupicola,
Gerbillus rosalinda,
Gerbillus pyramidum,
Gerbillus pusillus,
Gerbillus pulvinatus,
Gerbillus principulus,
Gerbillus poecilops,
Gerbillus perpallidus,
Gerbillus percivali,
Gerbillus occiduus,
Gerbillus nigeriae,
Gerbillus nancillus,
Gerbillus muriculus,
Gerbillus mesopotamiae,
Gerbillus maghrebi,
Gerbillus mackilligini,
Gerbillus lowei,
Gerbillus latastei,
Gerbillus juliani,
Gerbillus jamesi,
Gerbillus hoogstraali,
Gerbillus hesperinus,
Gerbillus henleyi,
Gerbillus harwoodi,
Gerbillus grobbeni,
Gerbillus gleadowi,
Gerbillus floweri,
Gerbillus famulus,
Gerbillus dunni,
Gerbillus dasyurus,
Gerbillus cosensis,
Gerbillus cheesmani,
Gerbillus campestris,
Gerbillus brockmani,
Gerbillus bottai,
Gerbillus aquilus,
Gerbillus andersoni,
Gerbillus amoenus,
Gerbillus acticola,
Gerbillurus vallinus,
Gerbillurus tytonis,
Gerbillurus setzeri,
Gerbillurus paeba,
Gerbilliscus validus,
Gerbilliscus robustus,
Gerbilliscus phillipsi,
Gerbilliscus nigricaudus,
Gerbilliscus leucogaster,
Gerbilliscus kempi,
Gerbilliscus inclusus,
Gerbilliscus guineae,
Gerbilliscus gambiana,
Gerbilliscus brantsii,
Gerbilliscus boehmi,
Gerbilliscus afra,
Geoxus valdivianus,
Geoxus annectens,
Geomys tropicalis,
Geomys texensis,
Geomys pinetis,
Geomys personatus,
Geomys knoxjonesi,
Geomys breviceps,
Geomys attwateri,
Geomys arenarius,
Geogale aurita,
Geocapromys ingrahami,
Geocapromys brownii,
Genetta victoriae,
Genetta thierryi,
Genetta servalina,
Genetta poensis,
Genetta maculata,
Genetta johnstoni,
Genetta genetta,
Genetta cristata,
Genetta bourloni,
Genetta angolensis,
Genetta abyssinica,
Gazella subgutturosa,
Gazella spekei,
Gazella marica,
Gazella leptoceros,
Gazella gazella,
Gazella dorcas,
Gazella cuvieri,
Gazella bennettii,
Gazella arabica,
Gardnerycteris koepckeae,
Gardnerycteris crenulatum,
Galidictis grandidieri,
Galidictis fasciata,
Galidia elegans,
Galeopterus variegatus,
Galenomys garleppi,
Galea spixii,
Galea musteloides,
Galea leucoblephara,
Galea flavidens,
Galea comes,
Galagoides thomasi,
Galagoides kumbirensis,
Galagoides demidoff,
Galago moholi,
Galago matschiei,
Galago gallarum,
Furipterus horrens,
Funisciurus substriatus,
Funisciurus pyrropus,
Funisciurus leucogenys,
Funisciurus lemniscatus,
Funisciurus isabella,
Funisciurus duchaillui,
Funisciurus congicus,
Funisciurus carruthersi,
Funisciurus bayonii,
Funisciurus anerythrus,
Funambulus tristriatus,
Funambulus sublineatus,
Funambulus pennantii,
Funambulus palmarum,
Funambulus obscurus,
Funambulus layardi,
Fukomys zechi,
Fukomys vandewoestijneae,
Fukomys ochraceocinereus,
Fukomys mechowii,
Fukomys livingstoni,
Fukomys kafuensis,
Fukomys ilariae,
Fukomys hanangensis,
Fukomys foxi,
Fukomys darlingi,
Fukomys bocagei,
Fukomys anselli,
Fossa fossana,
Feroculus feroculus,
Felovia vae,
Felis nigripes,
Felis margarita,
Felis lybica,4
Felis chaus,
Felis bieti,
Falsistrellus tasmaniensis,
Falsistrellus petersi,
Falsistrellus mordax,
Falsistrellus mackenziei,
Exilisciurus whiteheadi,
Exilisciurus exilis,
Exilisciurus concinnus,
Eutamias sibiricus,
Euryzygomatomys spinosus,
Euryoryzomys russatus,
Euryoryzomys nitidus,
Euryoryzomys macconnelli,
Euryoryzomys legatus,
Euryoryzomys lamia,
Euryoryzomys emmonsae,
Euroscaptor subanura,
Euroscaptor parvidens,
Euroscaptor mizura,
Euroscaptor micrura,
Euroscaptor longirostris,
Euroscaptor klossi,
Euroscaptor grandis,
Eupleres major,
Eupleres goudotii,
Eupetaurus cinereus,
Euoticus pallidus,
Euoticus elegantulus,
Euneomys petersoni,
Euneomys mordax,
Euneomys fossor,
Euneomys chinchilloides,
Eumops wilsoni,
Eumops underwoodi,
Eumops trumbulli,
Eumops perotis,
Eumops patagonicus,
Eumops nanus,
Eumops maurus,
Eumops hansae,
Eumops glaucinus,
Eumops floridanus,
Eumops ferox,
Eumops delticus,
Eumops dabbenei,
Eumops bonariensis,
Eumops auripendulus,
Eulemur sanfordi,
Eulemur rufus,
Eulemur rufifrons,
Eulemur rubriventer,
Eulemur flavifrons,
Eulemur coronatus,
Eulemur collaris,
Eulemur cinereiceps,
Eudorcas tilonura,
Eudorcas thomsonii,
Eudorcas rufifrons,
Eudorcas albonotata,
Eudiscopus denticulus,
Eudiscoderma thongareeae,
Euderma maculatum,
Euchoreutes naso,
Erythrocebus baumstarki,
Erophylla sezekorni,
Erophylla bombifrons,
Eropeplus canus,
Erinaceus roumanicus,
Erinaceus amurensis,
Eremoryzomys polius,
Eremodipus lichtensteini,
Equus zebra,
Equus quagga,
Equus kiang,
Equus hemionus,
Equus grevyi,
Equus ferus,
Equus africanus,
Eptesicus tatei,
Eptesicus taddeii,
Eptesicus serotinus,
Eptesicus platyops,
Eptesicus pachyotis,
Eptesicus pachyomus,
Eptesicus ognevi,
Eptesicus nilssonii,
Eptesicus kobayashii,
Eptesicus japonensis,
Eptesicus isabellinus,
Eptesicus innoxius,
Eptesicus hottentotus,
Eptesicus guadeloupensis,
Eptesicus gobiensis,
Eptesicus fuscus,
Eptesicus furinalis,
Eptesicus floweri,
Eptesicus dimissus,
Eptesicus diminutus,
Eptesicus chiriquinus,
Eptesicus brasiliensis,
Eptesicus bottae,
Eptesicus bobrinskoi,
Eptesicus andinus,
Eptesicus anatolicus,
Epomops franqueti,
Epomops buettikoferi,
Epomophorus wahlbergi,
Epomophorus pusillus,
Epomophorus minor,
Epomophorus minimus,
Epomophorus labiatus,
Epomophorus intermedius,
Epomophorus grandis,
Epomophorus dobsonii,
Epomophorus crypturus,
Epomophorus anselli,
Epomophorus angolensis,
Epixerus ebii,
Episoriculus macrurus,
Episoriculus leucops,
Episoriculus fumidus,
Episoriculus caudatus,
Eozapus setchuanus,
Eothenomys wardi,
Eothenomys proditor,
Eothenomys olitor,
Eothenomys miletus,
Eothenomys melanogaster,
Eothenomys custos,
Eothenomys chinensis,
Eothenomys cachinus,
Eospalax smithii,
Eospalax rothschildi,
Eospalax fontanierii,
Eonycteris spelaea,
Eonycteris robusta,
Eonycteris major,
Eolagurus przewalskii,
Eolagurus luteus,
Eoglaucomys fimbriatus,
Enchisthenes hartii,
Emballonura serii,
Emballonura semicaudata,
Emballonura raffrayana,
Emballonura monticola,
Emballonura furax,
Emballonura dianae,
Emballonura beccarii,
Emballonura alecto,
Ellobius tancrei,
Ellobius talpinus,
Ellobius lutescens,
Ellobius fuscocapillus,
Ellobius alaicus,
Eliurus webbi,
Eliurus tanala,
Eliurus petteri,
Eliurus penicillatus,
Eliurus myoxinus,
Eliurus minor,
Eliurus majori,
Eliurus grandidieri,
Eliurus ellermani,
Eliurus danieli,
Eliurus carletoni,
Eliurus antsingy,
Eliomys quercinus,
Eliomys munbyanus,
Eliomys melanurus,
Eligmodontia puerulus,
Eligmodontia morgani,
Eligmodontia moreni,
Elephas maximus,4500
Elephantulus rupestris,
Elephantulus revoilii,
Elephantulus pilicaudus,
Elephantulus fuscus,
Elephantulus edwardii,
Elaphodus cephalophus,
Eidolon helvum,
Eidolon dupreanum,
Ectophylla alba,
Echymipera echinista,
Echymipera davidi,
Echiothrix leucura,
Echiothrix centrosa,
Echimys vieirai,
Echimys saturnus,
Dymecodon pilirostris,
Dyacopterus spadiceus,
Dyacopterus rickarti,
Dyacopterus brooksi,
Dusicyon avus,
Dusicyon australis,
Dryomys nitedula,
Dryomys niethammeri,
Dryomys laniger,
Drymoreomys albimaculatus,
Dryadonycteris capixaba,
Dremomys rufigenis,
Dremomys pyrrhomerus,
Dremomys pernyi,
Dremomys lokriah,
Dremomys gularis,
Dremomys everetti,
Doryrhina cyclops,
Doryrhina camerunensis,
Dorcatragus megalotis,
Dologale dybowskii,
Dolichotis patagonum,
Dobsonia viridis,
Dobsonia praedatrix,
Dobsonia peronii,
Dobsonia pannietensis,
Dobsonia moluccensis,
Dobsonia minor,
Dobsonia magna,
Dobsonia inermis,
Dobsonia exoleta,
Dobsonia emersa,
Dobsonia crenulata,
Dobsonia chapmani,
Dobsonia beauforti,
Dobsonia anderseni,
Dipus sagitta,
Dipodomys venustus,
Dipodomys stephensi,
Dipodomys spectabilis,
Dipodomys simulans,
Dipodomys phillipsii,
Dipodomys panamintinus,
Dipodomys ornatus,
Dipodomys ordii,
Dipodomys nitratoides,
Dipodomys nelsoni,
Dipodomys microps,
Dipodomys merriami,
Dipodomys ingens,
Dipodomys heermanni,
Dipodomys gravipes,
Dipodomys elator,
Dipodomys deserti,
Dipodomys compactus,
Dipodomys californicus,
Dipodomys agilis,
Diplothrix legata,
Diplomys labilis,
Diplomys caniceps,
Diplomesodon pulchellus,
Diplogale hosei,
Diphylla ecaudata,
Diomys crumpi,
Dinomys branickii,
Dinaromys bogdanovi,
Didelphis pernigra,
Didelphis imperfecta,
Didelphis aurita,
Didelphis albiventris,
Dicrostonyx vinogradovi,
Dicrostonyx unalascensis,
Dicrostonyx torquatus,
Dicrostonyx richardsoni,
Dicrostonyx nunatakensis,
Dicrostonyx nelsoni,
Dicrostonyx hudsonius,
Diclidurus scutatus,
Diclidurus isabella,
Diclidurus ingens,
Diclidurus albus,
Diceros bicornis,1100
Dicerorhinus sumatrensis,
Diaemus youngii,
Desmomys yaldeni,
Desmodillus auricularis,
Desmodilliscus braueri,
Desmalopex microleucopterus,
Desmalopex leucopterus,
Dermanura watsoni,
Dermanura tolteca,
Dermanura rosenbergi,
Dermanura rava,
Dermanura phaeotis,
Dermanura gnoma,
Dermanura glauca,
Dermanura cinerea,
Dermanura bogotensis,
Dermanura azteca,
Dermanura anderseni,
Dendroprionomys rousseloti,
Dendromus vernayi,
Dendromus ruppi,
Dendromus oreas,
Dendromus nyikae,
Dendromus mystacalis,
Dendromus messorius,
Dendromus mesomelas,
Dendromus melanotis,
Dendromus lovati,
Dendromus lachaisei,
Dendromus kivu,
Dendromus kahuziensis,
Dendromus insignis,
Dendrolagus stellarum,
Dendrolagus pulcherrimus,
Dendrolagus notatus,
Dendrolagus mbaiso,
Dendrolagus mayri,
Dendrohyrax validus,
Dendrohyrax dorsalis,
Dendrohyrax arboreus,
Dendrogale murina,
Dendrogale melanura,
Delomys sublineatus,
Delomys dorsalis,
Delomys collinus,
Delanymys brooksi,
Dasypus yepesi,
Dasypus septemcinctus,
Dasypus sabanicola,
Dasypus pilosus,
Dasypus kappleri,
Dasypus hybridus,
Dasyprocta variegata,
Dasyprocta ruatanica,
Dasyprocta prymnolopha,
Dasyprocta mexicana,
Dasyprocta kalinowskii,
Dasyprocta iacki,
Dasyprocta guamara,
Dasyprocta fuliginosa,
Dasyprocta croconota,
Dasyprocta coibae,
Dasymys rufulus,
Dasymys nudipes,
Dasymys incomtus,
Dasymys foxi,
Dasykaluta rosamondae,
Dasycercus blythi,
Damaliscus lunatus,
Dama mesopotamica,
Dama dama,
Dactylopsila trivirgata,
Dactylopsila tatei,
Dactylopsila megalura,
Dactylomys peruanus,
Dactylomys dactylinus,
Dactylomys boliviensis,
Dacnomys millardi,
Cyttarops alecto,
Cynopterus titthaecheilus,
Cynopterus sphinx,
Cynopterus nusatenggara,
Cynopterus minutus,
Cynopterus luzoniensis,
Cynopterus horsfieldii,
Cynomys parvidens,
Cynomys mexicanus,
Cynomys leucurus,
Cynomys gunnisoni,
Cynomops planirostris,
Cynomops paranus,
Cynomops milleri,
Cynomops mexicanus,
Cynomops greenhalli,
Cynomops abrasus,
Cynogale bennettii,
Cynocephalus volans,
Cynictis penicillata,
Cuscomys oblativa,
Cuscomys ashaninka,
Cuon alpinus,
Cuniculus taczanowskii,
Ctenomys yolandae,
Ctenomys viperinus,
Ctenomys validus,
Ctenomys tulduco,
Ctenomys tucumanus,
Ctenomys tuconax,
Ctenomys torquatus,
Ctenomys talarum,
Ctenomys steinbachi,
Ctenomys sociabilis,
Ctenomys sericeus,
Ctenomys scagliai,
Ctenomys saltarius,
Ctenomys roigi,
Ctenomys rionegrensis,
Ctenomys pundti,
Ctenomys porteousi,
Ctenomys pontifex,
Ctenomys pilarensis,
Ctenomys peruanus,
Ctenomys perrensi,
Ctenomys pearsoni,
Ctenomys osvaldoreigi,
Ctenomys opimus,
Ctenomys occultus,
Ctenomys minutus,
Ctenomys mendocinus,
Ctenomys maulinus,
Ctenomys magellanicus,
Ctenomys lewisi,
Ctenomys leucodon,
Ctenomys latro,
Ctenomys lami,
Ctenomys knighti,
Ctenomys juris,
Ctenomys johannis,
Ctenomys ibicuiensis,
Ctenomys haigi,
Ctenomys goodfellowi,
Ctenomys fulvus,
Ctenomys frater,
Ctenomys fodax,
Ctenomys fochi,
Ctenomys flamarioni,
Ctenomys famosus,
Ctenomys emilianus,
Ctenomys dorsalis,
Ctenomys dorbignyi,
Ctenomys coyhaiquensis,
Ctenomys conoveri,
Ctenomys coludo,
Ctenomys colburni,
Ctenomys brasiliensis,
Ctenomys bonettoi,
Ctenomys boliviensis,
Ctenomys bergi,
Ctenomys azarae,
Ctenomys australis,
Ctenomys argentinus,
Ctenodactylus vali,
Ctenodactylus gundi,
Cryptotis venezuelensis,
Cryptotis tropicalis,
Cryptotis thomasi,
Cryptotis tamensis,
Cryptotis squamipes,
Cryptotis phillipsii,
Cryptotis peruviensis,
Cryptotis perijensis,
Cryptotis peregrina,
Cryptotis parva,
Cryptotis orophila,
Cryptotis oreoryctes,
Cryptotis obscura,
Cryptotis nigrescens,
Cryptotis niausa,
Cryptotis nelsoni,
Cryptotis montivaga,
Cryptotis mexicana,
Cryptotis merus,
Cryptotis merriami,
Cryptotis meridensis,
Cryptotis medellinia,
Cryptotis mccarthyi,
Cryptotis mayensis,
Cryptotis mam,
Cryptotis magna,
Cryptotis lacertosus,
Cryptotis hondurensis,
Cryptotis griseoventris,
Cryptotis gracilis,
Cryptotis goodwini,
Cryptotis goldmani,
Cryptotis equatoris,
Cryptotis endersi,
Cryptotis dinirensis,
Cryptotis colombiana,
Cryptotis celaque,
Cryptotis cavatorculus,
Cryptotis brachyonyx,
Cryptotis aroensis,
Cryptotis alticola,
Cryptonanus unduaviensis,
Cryptonanus guahybae,
Cryptonanus chacoensis,
Cryptonanus agricolai,
Cryptomys pretoriae,
Cryptomys natalensis,
Cryptomys mahali,
Cryptomys hottentotus,
Cryptochloris zyli,
Cryptochloris wintoni,
Crunomys suncoides,
Crunomys melanius,
Crunomys fallax,
Crunomys celebensis,
Crossarchus platycephalus,
Crossarchus obscurus,
Crossarchus ansorgei,
Crossarchus alexandri,
Crocidura zimmermanni,
Crocidura zimmeri,
Crocidura zarudnyi,
Crocidura zaphiri,
Crocidura zaitsevi,
Crocidura yankariensis,
Crocidura yaldeni,
Crocidura xantippe,
Crocidura wuchihensis,
Crocidura wimmeri,
Crocidura whitakeri,
Crocidura watasei,
Crocidura vosmaeri,
Crocidura vorax,
Crocidura voi,
Crocidura virgata,
Crocidura viaria,
Crocidura usambarae,
Crocidura umbra,
Crocidura ultima,
Crocidura turba,
Crocidura trichura,
Crocidura thomensis,
Crocidura theresae,
Crocidura thalia,
Crocidura tenuis,
Crocidura telfordi,
Crocidura tarfayensis,
Crocidura tarella,
Crocidura tansaniana,
Crocidura tanakae,
Crocidura susiana,
Crocidura suaveolens,
Crocidura stenocephala,
Crocidura somalica,
Crocidura sokolovi,
Crocidura smithii,
Crocidura silacea,
Crocidura sicula,
Crocidura sibirica,
Crocidura shantungensis,
Crocidura serezkyensis,
Crocidura selina,
Crocidura sapaensis,
Crocidura roosevelti,
Crocidura rhoditis,
Crocidura religiosa,
Crocidura rapax,
Crocidura ramona,
Crocidura raineyi,
Crocidura pullata,
Crocidura polia,
Crocidura poensis,
Crocidura planiceps,
Crocidura pitmani,
Crocidura picea,
Crocidura phuquocensis,
Crocidura phanluongi,
Crocidura phaeura,
Crocidura pergrisea,
Crocidura pasha,
Crocidura parvipes,
Crocidura paradoxura,
Crocidura panayensis,
Crocidura palawanensis,
Crocidura pachyura,
Crocidura orii,
Crocidura orientalis,
Crocidura olivieri,
Crocidura obscurior,
Crocidura ninoyi,
Crocidura nimbasilvanus,
Crocidura nimbae,
Crocidura nigrofusca,
Crocidura nigripes,
Crocidura nigricans,
Crocidura nigeriae,
Crocidura nicobarica,
Crocidura newmarki,
Crocidura negrina,
Crocidura negligens,
Crocidura nanilla,
Crocidura nana,
Crocidura mutesae,
Crocidura musseri,
Crocidura muricauda,
Crocidura munissii,
Crocidura montis,
Crocidura monticola,
Crocidura monax,
Crocidura miya,
Crocidura mindorus,
Crocidura mdumai,
Crocidura maxi,
Crocidura maurisca,
Crocidura mariquensis,
Crocidura maquassiensis,
Crocidura manengubae,
Crocidura malayana,
Crocidura macowi,
Crocidura macmillani,
Crocidura macarthuri,
Crocidura lwiroensis,
Crocidura lusitania,
Crocidura luna,
Crocidura ludia,
Crocidura lucina,
Crocidura longipes,
Crocidura littoralis,
Crocidura levicula,
Crocidura leucodon,
Crocidura lepidura,
Crocidura lea,
Crocidura latona,
Crocidura lasiura,
Crocidura lanosa,
Crocidura lamottei,
Crocidura kivuana,
Crocidura katinka,
Crocidura jouvenetae,
Crocidura jenkinsi,
Crocidura indochinensis,
Crocidura hutanis,
Crocidura horsfieldii,
Crocidura hispida,
Crocidura hirta,
Crocidura hilliana,
Crocidura hikmiya,
Crocidura harenna,
Crocidura guy,
Crocidura gueldenstaedtii,
Crocidura greenwoodi,
Crocidura grayi,
Crocidura grassei,
Crocidura grandis,
Crocidura grandiceps,
Crocidura gracilipes,
Crocidura goliath,
Crocidura gmelini,
Crocidura glassi,
Crocidura gathornei,
Crocidura fuscomurina,
Crocidura fumosa,
Crocidura fulvastra,
Crocidura fuliginosa,
Crocidura foxi,
Crocidura foetida,
Crocidura floweri,
Crocidura flavescens,
Crocidura fischeri,
Crocidura fingui,
Crocidura erica,
Crocidura elongata,
Crocidura elgonius,
Crocidura eisentrauti,
Crocidura eburnea,
Crocidura dsinezumi,
Crocidura douceti,
Crocidura dolichura,
Crocidura dhofarensis,
Crocidura desperata,
Crocidura denti,
Crocidura cyanea,
